0,1,2
52,000001100000000000000000000000000010000,500.0
53,000001100000000000000000000000000010000,500.0
54,000001100000000000000000000000000010000,500.0
55,000001100000000000000000000000000010000,500.0
56,000001100000000000000000000000000010000,880.0
57,000001100000000000000000000000000010000,110.0
2165,001000000000000100000000000000000000000,27.0
58,000001100000000000000000000000000000010,105.0
59,000001100000000000000000000000000000010,90.0
60,000001000000000000000000000001000000000,40.0
61,000001000000000000000000000001000000000,40.0
62,000001000000000000000000000001000000000,80.0
63,001000000000000000000100000000000000000,20.0
64,001000000000000000000100000000000000000,20.0
65,001000000000000000000100000000000000000,20.0
66,001000000000000000000100000000000000000,20.0
67,001000000000000000000100000000000000000,20.0
68,001000000000000000000100000000000000000,20.0
69,001000000000000000000100000000000000000,13.0
70,001000000000000000000100000000000000000,13.0
71,001000000000000000000100000000000000000,13.0
72,001000000000000000000100000000000000000,13.0
167,001000000000000000000100000000000000000,150.0
73,001000000000000000100000000000000000000,20.0
74,001000000000000000100000000000000000000,20.0
75,001000000000000000100000000000000000000,20.0
76,001000000000000000100000000000000000000,20.0
77,001000000000000000100000000000000000000,20.0
78,001000000000000000100000000000000000000,20.0
79,001000000000000000100000000000000000000,20.0
80,001000000000000000100000000000000000000,20.0
81,001000000000000000100000000000000000000,20.0
82,001000000000000000100000000000000000000,20.0
83,001000000000000000100000000000000000000,20.0
84,001000000000000000100000000000000000000,20.0
316,001000010000000000000000000000000000000,250.0
85,001000000000000000100000000000000000000,20.0
86,001000000000000000100000000000000000000,20.0
87,001000000000000000100000000000000000000,20.0
88,001000000000000000100000000000000000000,20.0
89,001000000000000000100000000000000000000,28.0
90,001000000000000000100000000000000000000,13.0
317,001000010000000000000000000000000000000,220.0
91,001000000000000000100000000000000000000,13.0
92,001000000000000000100000000000000000000,13.0
93,001000000000000000100000000000000000000,13.0
94,001000000000000000100000000000000000000,13.0
95,001000000000000000100000000000000000000,13.0
96,001000000000000000100000000000000000000,13.0
97,001000000000000000100000000000000000000,13.0
98,001000000000000000100000000000000000000,13.0
99,001000000000000000100000000000000000000,20.0
100,001000000000000000100000000000000000000,20.0
101,001000000000000000100000000000000000000,20.0
102,001000000000000000100000000000000000000,20.0
193,001000000001000000000000000000000000000,14.0
103,001000000000000000100000000000000000000,20.0
104,001000000001000000000000000000000000000,7.0
105,001000000000000000000100000000000000000,25.0
106,001000000000000000000100000000000000000,25.0
107,001000000000000000000100000000000000000,25.0
108,001000000000000000000100000000000000000,72.0
143,001000001000000000000000000000000000000,20.0
109,001000000000000000100000000000000000000,25.0
110,001000000000000000100000000000000000000,25.0
111,001000000000000000100000000000000000000,25.0
112,001000000000000000100000000000000000000,25.0
113,001000000000000000100000000000000000000,25.0
114,001000000000000000100000000000000000000,25.0
144,001000000000000100000000000000000000000,290.0
2166,001000000000000100000000000000000000000,27.0
115,001000000000000000100000000000000000000,25.0
116,001000000000000000100000000000000000000,25.0
117,001000000000000000100000000000000000000,25.0
118,001000000000000000100000000000000000000,25.0
119,001000000000000000100000000000000000000,25.0
120,001000000000000000100000000000000000000,25.0
121,001000000000000000100000000000000000000,25.0
122,001000000000000000000100000000000000000,8.0
123,001000000000000000000100000000000000000,8.0
124,001000000000000000000100000000000000000,40.0
125,000010000000000000000000000000100000000,7.0
126,000010000000000000000000000000100000000,7.0
127,000010000000000000000000000000100000000,7.0
128,000010000000000000000000000000100000000,7.0
129,000010000000000000000000000000100000000,7.0
130,000010000000000000000000000000100000000,7.0
142,001000001000000000000000000000000000000,120.0
131,000010000000000000000000000000100000000,7.0
132,000010000000000000000000000000100000000,7.0
133,000010000000000000000000000000100000000,7.0
134,000010000000000000000000000000100000000,7.0
141,001000001000000000000000000000000000000,65.0
135,000010000000000000000000000000100000000,7.0
136,001000000000000100000000000000000000000,65.0
137,001000000000000000100000000000000000000,30.0
138,001000000000000000000100000000000000000,30.0
139,001000001000000000000000000000000000000,95.0
140,001000001000000000000000000000000000000,360.0
145,001000000000000000001000000000000000000,27.0
146,001000000000000000001000000000000000000,75.0
147,001000000000000000001000000000000000000,70.0
148,001000000000000000001000000000000000000,170.0
149,001000000001000000000000000000000000000,53.0
150,001000000001000000000000000000000000000,48.0
151,001000000001000000000000000000000000000,135.0
152,001000000001000000000000000000000000000,85.0
153,001000000001000000000000000000000000000,48.0
160,001000000001000000000000000000000000000,115.0
318,001000010000000000000000000000000000000,300.0
154,001000000001000000000000000000000000000,38.0
155,001000000000010000000000000000000000000,165.0
156,001000000000010000000000000000000000000,175.0
157,001000000000010000000000000000000000000,650.0
158,001000000001000000000000000000000000000,34.0
159,001000000001000000000000000000000000000,48.0
212,001000000000100000000000000000000000000,50.0
161,001000000000000001000000000000000000000,175.0
162,001000000000000001000000000000000000000,78.0
163,001000000000000001000000000000000000000,87.0
164,001000000000000001000000000000000000000,48.0
165,001000000000000001000000000000000000000,168.0
166,001000000000000001000000000000000000000,142.0
168,001000000000000000000100000000000000000,280.0
169,001000000000000000000100000000000000000,185.0
170,001000000000000000000100000000000000000,198.0
171,001000000000000000000100000000000000000,48.0
172,001000000000000000000100000000000000000,125.0
173,001000000000000000000100000000000000000,145.0
319,001000010000000000000000000000000000000,250.0
174,001000000000000000000100000000000000000,46.0
175,001000000000000000000100000000000000000,150.0
176,001000000000000000000100000000000000000,110.0
177,001000000000000000000100000000000000000,270.0
178,001000000001000000000000000000000000000,16.0
179,001000000001000000000000000000000000000,60.0
213,001000000000100000000000000000000000000,55.0
180,001000000001000000000000000000000000000,38.0
181,001000000001000000000000000000000000000,48.0
182,001000000001000000000000000000000000000,13.0
183,001000000001000000000000000000000000000,29.0
184,001000000001000000000000000000000000000,36.0
185,001000000001000000000000000000000000000,40.0
320,001000010000000000000000000000000000000,220.0
186,001000000001000000000000000000000000000,75.0
187,001000000001000000000000000000000000000,25.0
188,001000000001000000000000000000000000000,15.0
189,001000000001000000000000000000000000000,10.0
190,001000000001000000000000000000000000000,28.0
191,001000000001000000000000000000000000000,53.0
192,001000000001000000000000000000000000000,38.0
321,001000010000000000000000000000000000000,200.0
194,001000000001000000000000000000000000000,60.0
195,001000000001000000000000000000000000000,48.0
196,001000000001000000000000000000000000000,60.0
197,001000000001000000000000000000000000000,25.0
198,001000000001000000000000000000000000000,22.0
199,001000000001000000000000000000000000000,15.0
200,001000000001000000000000000000000000000,56.0
214,001000000000100000000000000000000000000,62.0
201,001000000001000000000000000000000000000,46.0
202,001000000001000000000000000000000000000,36.0
203,001000000001000000000000000000000000000,150.0
204,001000000001000000000000000000000000000,240.0
205,001000000000100000000000000000000000000,180.0
206,001000000000100000000000000000000000000,40.0
207,001000000000100000000000000000000000000,37.0
208,001000000000100000000000000000000000000,53.0
209,001000000000100000000000000000000000000,50.0
210,001000000000100000000000000000000000000,42.0
211,001000000000100000000000000000000000000,25.0
215,001000000000100000000000000000000000000,175.0
216,001000000000100000000000000000000000000,130.0
217,001000000000100000000000000000000000000,175.0
218,001000000000100000000000000000000000000,66.0
219,001000000000100000000000000000000000000,95.0
220,001000000000100000000000000000000000000,110.0
221,001000000000100000000000000000000000000,29.0
222,001000000000100000000000000000000000000,35.0
223,001000000000100000000000000000000000000,46.0
322,001000010000000000000000000000000000000,200.0
224,001000000010000000000000000000000000000,30.0
225,001000000010000000000000000000000000000,20.0
226,001000000010000000000000000000000000000,26.0
227,001000000010000000000000000000000000000,19.0
228,001000000010000000000000000000000000000,32.0
229,001000000010000000000000000000000000000,30.0
2167,001000000000000100000000000000000000000,28.0
230,001000000010000000000000000000000000000,32.0
231,001000000010000000000000000000000000000,29.0
232,001000000010000000000000000000000000000,32.0
233,001000000010000000000000000000000000000,32.0
234,001000000010000000000000000000000000000,30.0
235,001000000010000000000000000000000000000,20.0
323,001000010000000000000000000000000000000,170.0
236,001000000010000000000000000000000000000,21.0
237,001000000010000000000000000000000000000,30.0
238,001000000010000000000000000000000000000,30.0
239,001000000010000000000000000000000000000,33.0
240,001000000010000000000000000000000000000,30.0
241,001000000010000000000000000000000000000,34.0
260,001000000000001000000000000000000000000,73.0
242,001000000010000000000000000000000000000,30.0
243,001000000010000000000000000000000000000,32.0
244,001000000010000000000000000000000000000,45.0
245,001000000010000000000000000000000000000,41.0
246,001000000010000000000000000000000000000,27.0
247,001000000010000000000000000000000000000,35.0
324,001000010000000000000000000000000000000,180.0
2224,001000000000010000000000000000000000000,86.0
248,001000000010000000000000000000000000000,30.0
249,001000000010000000000000000000000000000,32.0
250,001000000010000000000000000000000000000,32.0
251,001000000010000000000000000000000000000,35.0
252,001000000010000000000000000000000000000,35.0
253,001000000000000100000000000000000000000,30.0
280,001000000000000000000100000000000000000,190.0
254,001000000000000100000000000000000000000,65.0
255,001000000000001000000000000000000000000,23.0
256,001000000000001000000000000000000000000,18.0
257,001000000000001000000000000000000000000,28.0
258,001000000000001000000000000000000000000,62.0
259,001000000000001000000000000000000000000,54.0
294,001000000000100000000000000000000000000,33.0
261,001000000000001000000000000000000000000,210.0
262,001000000000001000000000000000000000000,60.0
263,001000000000001000000000000000000000000,58.0
264,001000000000000000100000000000000000000,198.0
265,001000000000000000100000000000000000000,188.0
266,001000000000000000100000000000000000000,299.0
267,001000000000000000100000000000000000000,138.0
268,001000000000000000100000000000000000000,175.0
269,001000000000000000100000000000000000000,175.0
270,001000000000000000100000000000000000000,210.0
271,001000000000000000100000000000000000000,75.0
272,001000000000000000100000000000000000000,340.0
312,001000010000000000000000000000000000000,160.0
313,001000010000000000000000000000000000000,120.0
273,001000000000000000100000000000000000000,170.0
274,001000000000000000100000000000000000000,198.0
275,001000000000000000100000000000000000000,140.0
276,001000000000000000100000000000000000000,175.0
277,001000000000000000100000000000000000000,175.0
278,001000000000000000000100000000000000000,27.4
279,001000000000000000000100000000000000000,58.0
281,001000000000000000100000000000000000000,42.0
282,001000000000000000100000000000000000000,140.0
283,001000000000000000100000000000000000000,236.0
284,001000000000000000100000000000000000000,108.0
285,001000000000000000100000000000000000000,27.0
293,001000000000000000100000000000000000000,24.0
286,001000000000000000100000000000000000000,30.0
287,001000000000000000100000000000000000000,26.0
288,001000000000000000100000000000000000000,65.0
289,001000000000000000100000000000000000000,76.0
290,001000000000000000100000000000000000000,220.0
291,001000000000000000100000000000000000000,31.0
292,001000000000000000100000000000000000000,145.0
295,001000000000100000000000000000000000000,47.0
296,001000000000100000000000000000000000000,200.0
297,001000000000100000000000000000000000000,240.0
298,001000000000100000000000000000000000000,12.0
299,001000000000100000000000000000000000000,12.0
300,001000000000100000000000000000000000000,155.0
301,001000010000000000000000000000000000000,16.0
302,001000010000000000000000000000000000000,26.0
2225,001000000000010000000000000000000000000,128.0
303,001000010000000000000000000000000000000,47.0
304,001000010000000000000000000000000000000,53.0
305,001000010000000000000000000000000000000,40.0
306,001000010000000000000000000000000000000,7.0
307,001000010000000000000000000000000000000,60.0
308,001000010000000000000000000000000000000,30.0
309,001000010000000000000000000000000000000,20.0
310,001000010000000000000000000000000000000,130.0
311,001000010000000000000000000000000000000,100.0
2255,001000000000000000000000000000000000000,38.0
325,001000010000000000000000000000000000000,115.0
326,001000010000000000000000000000000000000,20.0
327,001000010000000000000000000000000000000,32.0
328,001000010000000000000000000000000000000,42.0
329,001000010000000000000000000000000000000,27.0
330,001000010000000000000000000000000000000,2.0
331,001000010000000000000000000000000000000,3.4
332,001000010000000000000000000000000000000,2.5
333,001000010000000000000000000000000000000,1.8
334,001000000000000100000000000000000000000,64.0
335,001000000000000100000000000000000000000,117.0
341,001000000000000100000000000000000000000,140.0
373,001000000000010000000000000000000000000,79.0
336,001000000000000100000000000000000000000,22.0
337,001000000000000100000000000000000000000,95.0
338,001000000000000100000000000000000000000,224.0
339,001000000000000100000000000000000000000,91.0
340,001000000000000100000000000000000000000,52.0
661,001000000000100000000000000000000000000,19.0
342,001000000000000100000000000000000000000,120.0
343,001000000000000100000000000000000000000,148.0
344,001000000000000100000000000000000000000,320.0
345,001000000000000100000000000000000000000,185.0
346,001000000000000100000000000000000000000,138.0
347,001000000000000100000000000000000000000,148.0
348,001000000000000100000000000000000000000,165.0
359,001000000010000000000000000000000000000,90.0
349,001000000000000100000000000000000000000,158.0
350,001000000000000100000000000000000000000,175.0
351,001000000000000100000000000000000000000,165.0
352,001000000000000100000000000000000000000,248.0
353,001000000000000000001000000000000000000,60.0
360,001000000010000000000000000000000000000,50.0
354,001000000000000000001000000000000000000,108.0
355,001000000000000000001000000000000000000,250.0
356,001000000000000000001000000000000000000,128.0
357,001000000000000000001000000000000000000,150.0
358,001000000000000000001000000000000000000,145.0
1329,001000000000000000001000000000000000000,170.0
361,001000000010000000000000000000000000000,141.0
362,001000000010000000000000000000000000000,149.0
363,001000000010000000000000000000000000000,22.5
364,001000000010000000000000000000000000000,29.0
365,001000000010000000000000000000000000000,80.0
366,001000000010000000000000000000000000000,50.0
2256,001000000000000000000000000000000000000,95.0
367,001000000010000000000000000000000000000,55.0
368,001000000010000000000000000000000000000,60.0
369,001000000010000000000000000000000000000,40.0
370,001000000010000000000000000000000000000,220.0
371,001000000010000000000000000000000000000,98.0
372,001000000000010000000000000000000000000,126.0
374,001000000000010000000000000000000000000,71.0
375,001000000000010000000000000000000000000,280.0
376,001000000000010000000000000000000000000,260.0
377,001000000000010000000000000000000000000,300.0
378,001000000000010000000000000000000000000,92.0
662,001000000000100000000000000000000000000,18.0
379,001000000000010000000000000000000000000,86.0
380,001000000000010000000000000000000000000,119.0
381,001000000000010000000000000000000000000,108.0
382,001000000000010000000000000000000000000,115.0
436,001000000000000000000100000000000000000,145.0
2258,001000000000000000000000000000000000000,300.0
383,001000000000010000000000000000000000000,87.0
384,001000000000010000000000000000000000000,186.0
385,001000000000010000000000000000000000000,700.0
386,001000000000010000000000000000000000000,130.0
391,001000000000000001000000000000000000000,64.0
2259,001000000000000000000000000000000000000,330.0
387,001000000000010000000000000000000000000,105.0
388,001000010000000000000000000000000000000,50.0
389,001000010000000000000000000000000000000,23.0
390,001000000000000001000000000000000000000,81.0
433,001000000000000000000100000000000000000,22.0
392,001000000000000001000000000000000000000,73.0
393,001000000000000001000000000000000000000,68.0
394,001000000000000001000000000000000000000,58.0
395,001000000000000001000000000000000000000,70.0
396,001000000000000001000000000000000000000,65.0
434,001000000000000000000100000000000000000,165.0
1407,001000000000000000001000000000000000000,13.0
397,001000000000000001000000000000000000000,55.0
398,001000000000000001000000000000000000000,65.0
399,001000000000000001000000000000000000000,65.0
400,001000000000000001000000000000000000000,60.0
401,001000000000000001000000000000000000000,47.0
1968,001000000000010000000000000000000000000,10.0
402,001000000000000001000000000000000000000,69.0
403,001000000000000001000000000000000000000,65.0
404,001000000000000001000000000000000000000,100.0
405,001000000000000001000000000000000000000,78.0
406,001000000000000001000000000000000000000,33.0
663,001000000000100000000000000000000000000,17.0
407,001000000000000001000000000000000000000,45.0
408,001000000000000001000000000000000000000,51.0
409,001000000000000001000000000000000000000,60.0
410,001000000000000001000000000000000000000,39.0
411,001000000000000001000000000000000000000,27.0
664,001000000000100000000000000000000000000,18.0
2366,001000000000000000001000000000000000000,750.0
412,001000000000000000001000000000000000000,39.0
413,001000000000000000001000000000000000000,89.0
414,001000000000000000001000000000000000000,29.0
415,001000000000000000001000000000000000000,213.0
416,001000000000000000001000000000000000000,95.0
486,001000010000000000000000000000000000000,16.0
417,001000000000000000001000000000000000000,62.0
418,001000000000000000001000000000000000000,62.0
419,001000000000000000001000000000000000000,47.0
420,001000000000000000001000000000000000000,50.0
421,001000000000000000001000000000000000000,218.0
1449,001000000000100000000000000000000000000,450.0
422,001000000000000000001000000000000000000,118.0
423,001000000000000000000100000000000000000,349.0
424,001000000000000000000100000000000000000,17.0
425,001000000000000000000100000000000000000,52.0
426,001000000000000000000100000000000000000,160.0
435,001000000000000000000100000000000000000,150.0
427,001000000000000000000100000000000000000,175.0
428,001000000000000000000100000000000000000,195.0
429,001000000000000000000100000000000000000,150.0
430,001000000000000000000100000000000000000,135.0
431,001000000000000000000100000000000000000,600.0
432,001000000000000000000100000000000000000,80.0
437,001000000000000000000100000000000000000,148.0
438,001000000010000000000000000000000000000,55.0
439,001000000010000000000000000000000000000,65.0
440,001000000010000000000000000000000000000,145.0
441,001000000010000000000000000000000000000,235.0
449,001000000000010000000000000000000000000,45.0
442,001000000010000000000000000000000000000,180.0
443,001000000010000000000000000000000000000,40.0
444,001000000010000000000000000000000000000,45.0
445,001000000010000000000000000000000000000,40.0
446,001000000000100000000000000000000000000,43.0
447,001000000000100000000000000000000000000,12.0
448,001000000000100000000000000000000000000,22.0
477,001000000000001000000000000000000000000,46.0
450,001000000000010000000000000000000000000,50.0
451,001000000000010000000000000000000000000,50.0
452,001000000000010000000000000000000000000,50.0
453,001000000000010000000000000000000000000,73.0
454,001000000010000000000000000000000000000,170.0
463,001000000010000000000000000000000000000,48.0
455,001000000010000000000000000000000000000,48.0
457,001000000010000000000000000000000000000,48.0
459,001000000010000000000000000000000000000,48.0
461,001000000010000000000000000000000000000,48.0
462,001000000010000000000000000000000000000,48.0
464,001000000010000000000000000000000000000,30.0
465,001000000010000000000000000000000000000,30.0
467,001000000010000000000000000000000000000,68.0
468,001000000010000000000000000000000000000,68.0
469,001000000010000000000000000000000000000,68.0
471,001000000010000000000000000000000000000,68.0
472,001000000010000000000000000000000000000,68.0
473,001000000000001000000000000000000000000,35.0
474,001000000000001000000000000000000000000,35.0
475,001000000000001000000000000000000000000,37.0
476,001000000000001000000000000000000000000,40.0
665,001000000000100000000000000000000000000,28.0
478,001000000000001000000000000000000000000,46.0
479,001000000000001000000000000000000000000,37.0
480,001000000000001000000000000000000000000,37.0
481,001000000000001000000000000000000000000,39.0
482,001000010000000000000000000000000000000,7.0
483,001000010000000000000000000000000000000,3.0
484,001000010000000000000000000000000000000,5.0
485,001000010000000000000000000000000000000,10.0
2327,001000000010000000000000000000010000000,23.0
487,001000010000000000000000000000000000000,6.0
488,001000010000000000000000000000000000000,195.0
489,001000010000000000000000000000000000000,18.0
490,001000010000000000000000000000000000000,16.0
491,001000010000000000000000000000000000000,15.0
492,001000010000000000000000000000000000000,11.0
493,001000010000000000000000000000000000000,18.0
494,001000010000000000000000000000000000000,13.0
495,001000010000000000000000000000000000000,25.0
496,001000010000000000000000000000000000000,16.0
497,001000010000000000000000000000000000000,10.0
498,001000010000000000000000000000000000000,7.0
505,001000010000000000000000000000000000000,175.0
675,000001100000000000000000000000000100000,370.0
499,001000010000000000000000000000000000000,48.0
500,001000010000000000000000000000000000000,25.0
501,001000010000000000000000000000000000000,25.0
502,001000010000000000000000000000000000000,35.0
503,001000010000000000000000000000000000000,35.0
504,001000010000000000000000000000000000000,55.0
676,000001100000000000000000000000000100000,370.0
506,001000000000000001000000000000000000000,26.0
507,001000000000000001000000000000000000000,26.0
508,001000000000000001000000000000000000000,99.0
509,001000000000000001000000000000000000000,63.0
510,001000000000000001000000000000000000000,63.0
511,001000000000000001000000000000000000000,29.0
677,000001100000000000000000000000000100000,440.0
512,001000000000000001000000000000000000000,49.0
513,001000000000000001000000000000000000000,38.0
514,001000000000000001000000000000000000000,38.0
515,001000000000000000000100000000000000000,27.0
516,001000000000000000000100000000000000000,24.0
517,001000000000000000000100000000000000000,204.0
523,001000000000000000000100000000000000000,70.0
518,001000000000000000000100000000000000000,98.0
519,001000000000000000000100000000000000000,265.0
520,001000000000000000000100000000000000000,35.0
521,001000000000000000000100000000000000000,19.0
522,001000000000000000000100000000000000000,47.0
678,000001100000000000000000000000000100000,485.0
2328,001000000010000000000000000000010000000,46.0
524,001000000010000000000000000000000000000,12.0
525,001000000000000000000100000000000000000,45.0
526,001000000000000000000100000000000000000,26.0
527,001000000000000000000100000000000000000,35.0
528,001000000000000000000100000000000000000,1.35
529,001000000010000000000000000000000000000,167.0
534,001000000000010000000000000000000000000,94.0
530,001000000010000000000000000000000000000,43.0
531,001000000010000000000000000000000000000,184.0
532,001000000010000000000000000000000000000,22.0
533,001000000010000000000000000000000000000,27.0
535,001000000000010000000000000000000000000,2.0
679,000001100000000000000000000000000100000,570.0
536,001000000000010000000000000000000000000,10.0
537,001000000000010000000000000000000000000,75.0
538,001000000000010000000000000000000000000,9.3
539,001000000000010000000000000000000000000,22.0
540,001000010000000000000000000000000000000,68.0
541,001000010000000000000000000000000000000,54.0
542,001000010000000000000000000000000000000,25.0
563,000100000000000000000000000010000000000,14.0
543,001000010000000000000000000000000000000,8.0
544,001000000000001000000000000000000000000,63.0
545,001000000000001000000000000000000000000,32.0
546,001000000000001000000000000000000000000,95.0
547,001000000000001000000000000000000000000,90.0
548,001000000000001000000000000000000000000,150.0
549,001000000000001000000000000000000000000,45.0
550,001000000000001000000000000000000000000,380.0
551,000100000000000000000000000010000000000,100.0
552,000100000000000000000000000010000000000,100.0
680,000001100000000000000000000000000100000,440.0
681,000001100000000000000000000000000100000,970.0
1969,001000000000010000000000000000000000000,50.0
553,000100000000000000000000000010000000000,130.0
554,000100000000000000000000000010000000000,130.0
555,000100000000000000000000000010000000000,80.0
556,000100000000000000010000000000000000000,35.0
682,001000000000000000001000000000000000000,25.0
557,000100000000000000010000000000000000000,35.0
558,000100000000000000010000000000000000000,35.0
559,000100000000000000010000000000000000000,35.0
560,000100000000000000010000000000000000000,35.0
561,000100000000000000010000000000000000000,35.0
562,000100000000000000000000000010000000000,235.0
1970,001000000000010000000000000000000000000,30.0
564,000100000000000000000000000010000000000,16.0
565,000100000000000000000000000010000000000,16.0
566,000100000000000000000000000010000000000,85.0
567,000100000000000000000000000010000000000,120.0
1450,001000000000100000000000000000000000000,460.0
568,000100000000000000000000000010000000000,120.0
569,000100000000000000000000000010000000000,40.0
570,000100000000000000000000000010000000000,15.0
571,000100000000000000000000000010000000000,19.0
582,000100000000000000000010000000000000000,43.0
2367,001000000000000000001000000000000000000,750.0
572,000100000000000000000000000010000000000,30.0
573,000100000000000000000000000010000000000,26.0
574,000100000000000000000000000010000000000,29.0
575,000100000000000000000000000010000000000,37.0
650,001000000000100000000000000000000000000,25.0
651,001000000000100000000000000000000000000,22.0
576,000100000000000000000000000010000000000,27.0
577,000100000000000000000000000010000000000,85.0
578,000100000000000000000000000010000000000,110.0
579,000100000000000000000000000010000000000,105.0
580,000100000000000000010000000000000000000,40.0
581,000100000000000000000000000010000000000,32.0
1795,100000000000000000000000000000000000000,60.0
583,000100000000000000000000000010000000000,20.0
584,000100000000000000000000010000000000000,50.0
585,000100000000000000000000000100000000000,100.0
586,000100000000000000000000000100000000000,15.0
587,000100000000000000000010000000000000000,10.0
652,001000000000100000000000000000000000000,21.0
1540,001000010000000000000000000000000000000,10.0
588,000100000000000000000000000100000000000,95.0
589,000100000000000000000000000100000000000,25.0
590,000100000000000000000000010000000000000,100.0
591,000100000000000000000000010000000000000,80.0
592,000100000000000000000000000100000000000,17.0
1541,001000010000000000000000000000000000000,0.0
593,000100000000000000000000010000000000000,8.0
594,000100000000000000000000000100000000000,17.0
595,001000000000000000001000000000000000000,140.0
596,001000000000000000001000000000000000000,82.0
597,001000000000000000001000000000000000000,78.0
598,001000000000000000001000000000000000000,155.0
599,001000000000000000001000000000000000000,175.0
600,001000000000000000001000000000000000000,255.0
601,001000000000000000100000000000000000000,56.0
602,001000000000000000100000000000000000000,45.0
603,001000000000000000100000000000000000000,110.0
604,001000000000000000100000000000000000000,170.0
605,001000000000000000100000000000000000000,130.0
606,001000000000000000100000000000000000000,19.0
607,001000000000000000100000000000000000000,55.0
608,001000000000000000100000000000000000000,120.0
609,001000000000000000000100000000000000000,35.0
610,001000000000000000000100000000000000000,50.0
611,001000000000000000000100000000000000000,80.0
653,001000000000100000000000000000000000000,20.0
1796,100000000000000000000000000000000000000,175.0
612,001000000001000000000000000000000000000,16.0
613,001000000001000000000000000000000000000,32.0
614,001000000001000000000000000000000000000,32.0
615,001000000001000000000000000000000000000,60.0
616,001000000010000000000000000000010000000,50.0
1797,100000000000000000000000000000000000000,175.0
1986,001000010000000000000000000000000000000,5.0
617,001000000010000000000000000000010000000,25.0
619,001000000010000000000000000000010000000,20.0
620,001000000010000000000000000000010000000,20.0
622,001000000010000000000000000000010000000,35.0
654,001000000000100000000000000000000000000,21.0
655,001000000000100000000000000000000000000,20.0
623,001000000010000000000000000000010000000,30.0
628,001000000010000000000000000000010000000,380.0
629,001000000010000000000000000000010000000,48.0
630,001000000010000000000000000000010000000,48.0
656,001000000000100000000000000000000000000,21.0
657,001000000000100000000000000000000000000,21.0
631,001000000010000000000000000000010000000,72.0
632,001000000010000000000000000000010000000,72.0
633,001000000010000000000000000000010000000,72.0
634,001000000010000000000000000000010000000,47.0
658,001000000000100000000000000000000000000,24.0
659,001000000000100000000000000000000000000,15.0
637,001000000010000000000000000000010000000,55.0
638,001000000010000000000000000000010000000,85.0
639,001000000010000000000000000000010000000,55.0
640,001000000010000000000000000000010000000,55.0
660,001000000000100000000000000000000000000,17.0
1798,100000000000000000000000000000000000000,175.0
641,001000000010000000000000000000010000000,50.0
642,001000000010000000000000000000010000000,72.0
643,001000000000100000000000000000000000000,22.0
644,001000000000100000000000000000000000000,20.0
645,001000000000100000000000000000000000000,22.0
646,001000000000100000000000000000000000000,21.0
647,001000000000100000000000000000000000000,25.0
648,001000000000100000000000000000000000000,25.0
649,001000000000100000000000000000000000000,21.0
666,001000000000000000100000000000000000000,140.0
667,000100000000000000000010000000000000000,6.0
668,010000000000000000000000100000000000000,180.0
669,010000000000000000000000100000000000000,150.0
670,010000000000000000000000100000000000000,154.0
671,010000000000000000000000100000000000000,185.0
672,010000000000000000000000100000000000000,300.0
673,000001100000000000000000000000000100000,220.0
674,000001100000000000000000000000000100000,430.0
